	07.04.2024		1305272		PRODUCT 1						        64.000,00						        57.369,00				   56.749,00			      620,00		  88,67			   1,08		  81,06	   0,85		        56.749,00			  88,67				   1,08
	08.04.2024		1305270		PRODUCT 3						        31.232,50						        28.956,00				   28.798,00			      158,00		  92,21			   0,55		  81,37	   0,85		        28.798,00			  92,21				   0,55
	08.04.2024		1305271		PRODUCT 2						        95.760,00						        92.558,00				   91.476,00			    1.082,00		  95,53			   1,17		  82,48	   0,87		        91.476,00			  95,53				   1,17
	08.04.2024		1305272		PRODUCT 1						        64.000,00						        62.161,00				   61.831,00			      330,00		  96,61			   0,53		  83,18	   0,85		        61.831,00			  96,61				   0,53
	09.04.2024		1305270		PRODUCT 3						        31.000,00						        19.180,00				   18.634,00			      546,00		  60,11			   2,85		  82,64	   0,89		        18.634,00			  60,11				   2,85
	09.04.2024		1305271		PRODUCT 2						        64.000,00						        60.187,00				   60.137,00			       50,00		  93,96			   0,08		  83,16	   0,85		        60.137,00			  93,96				   0,08
	09.04.2024		1305272		PRODUCT 1						        96.000,00						        92.481,00				   92.323,00			      158,00		  96,17			   0,17		  84,01	   0,80		        92.323,00			  96,17				   0,17
	10.04.2024		1305270		PRODUCT 3						        50.375,00						        47.592,00				   47.432,00			      160,00		  94,16			   0,34		  84,34	   0,78		        47.432,00			  94,16				   0,34
	10.04.2024		1305271		PRODUCT 2						        76.000,00						        74.768,00				   74.536,00			      232,00		  98,07			   0,31		  84,99	   0,76		        74.536,00			  98,07				   0,31
	10.04.2024		1305272		PRODUCT 1						        64.000,00						        61.881,00				   61.831,00			       50,00		  96,61			   0,08		  85,44	   0,73		        61.831,00			  96,61				   0,08
	11.04.2024		1305270		PRODUCT 3						        62.000,00						        14.441,00				   14.399,00			       42,00		  23,22			   0,29		  83,21	   0,72		        14.399,00			  23,22				   0,29
	11.04.2024		1305271		PRODUCT 2						       100.000,00						        72.301,00				   71.995,00			      306,00		  72,00			   0,42		  82,59	   0,71		        71.995,00			  72,00				   0,42
	11.04.2024		1305272		PRODUCT 1						        28.000,00						        25.410,00				   25.410,00			        0,00		  90,75			   0,00		  82,72	   0,70		        25.410,00			  90,75				   0,00
	12.04.2024		1305270		PRODUCT 3						        35.495,00						        32.473,00				   32.293,00			      180,00		  90,98			   0,55		  82,87	   0,69		        32.293,00			  90,98				   0,55
	12.04.2024		1305271		PRODUCT 2						        64.000,00						        63.570,00				   63.525,00			       45,00		  99,26			   0,07		  83,41	   0,67		        63.525,00			  99,26				   0,07
	12.04.2024		1305272		PRODUCT 1						        91.360,00						        89.931,00				   89.782,00			      149,00		  98,27			   0,17		  84,07	   0,64		        89.782,00			  98,27				   0,17
	13.04.2024		1305270		PRODUCT 3						        62.000,00						        50.758,00				   49.973,00			      785,00		  80,60			   1,55		  83,97	   0,67		        49.973,00			  80,60				   1,55
	13.04.2024		1305271		PRODUCT 2						        64.000,00						        51.074,00				   50.820,00			      254,00		  79,41			   0,50		  83,83	   0,66		        50.820,00			  79,41				   0,50
	13.04.2024		1305272		PRODUCT 1						        64.000,00						        59.494,00				   59.290,00			      204,00		  92,64			   0,34		  84,09	   0,65
	15.04.2024		1305272		PRODUCT 1						       128.000,00						        96.885,00				   96.558,00			      327,00		  75,44			   0,34		  83,62	   0,64		       155.848,00			  81,17				   0,34
	15.04.2024		1305270		PRODUCT 3						        62.000,00						        46.056,00				   45.738,00			      318,00		  73,77			   0,69		  83,37	   0,64
	16.04.2024		1305270		PRODUCT 3						        55.180,00						        35.806,00				   35.574,00			      232,00		  64,47			   0,65		  82,95	   0,64		        81.312,00			  69,39				   0,67
	16.04.2024		1305271		PRODUCT 2						        36.640,00						        56.749,00				   56.749,00			        0,00		 154,88			   0,00		  83,99	   0,62		        56.749,00			 154,88				   0,00
	16.04.2024		1305272		PRODUCT 1						        98.400,00						        75.597,00				   75.383,00			      214,00		  76,61			   0,28		  83,72	   0,61		        75.383,00			  76,61				   0,28
	17.04.2024		1305270		PRODUCT 3						        43.167,50						        36.747,00				   36.421,00			      326,00		  84,37			   0,89		  83,73	   0,62		        36.421,00			  84,37				   0,89
	17.04.2024		1305271		PRODUCT 2						        64.000,00						        70.401,00				   70.301,00			      100,00		 109,85			   0,14		  84,34	   0,60		        70.301,00			 109,85				   0,14
	17.04.2024		1305272		PRODUCT 1						        83.440,00						        80.723,00				   80.465,00			      258,00		  96,43			   0,32		  84,70	   0,59		        80.465,00			  96,43				   0,32
	18.04.2024		1305270		PRODUCT 3						        52.157,50						        47.578,00				   47.432,00			      146,00		  90,94			   0,31		  84,81	   0,59		        47.432,00			  90,94				   0,31
	18.04.2024		1305271		PRODUCT 2						        84.000,00						        94.030,00				   94.017,00			       13,00		 111,93			   0,01		  85,58	   0,56		        94.017,00			 111,93				   0,01
	18.04.2024		1305272		PRODUCT 1						        54.160,00						        37.485,00				   37.268,00			      217,00		  68,81			   0,58		  85,28	   0,57		        37.268,00			  68,81				   0,58
	19.04.2024		1305270		PRODUCT 3						        50.917,50						        47.552,00				   47.432,00			      120,00		  93,15			   0,25		  85,41	   0,56		        47.432,00			  93,15				   0,25
	19.04.2024		1305271		PRODUCT 2						       139.440,00						       100.097,00				   99.946,00			      151,00		  71,68			   0,15		  84,81	   0,54
	20.04.2024		1305271		PRODUCT 2						         9.760,00						        10.164,00				   10.164,00			        0,00		 104,14			   0,00		  84,87	   0,54		       110.110,00			  73,80				   0,14
	20.04.2024		1305272		PRODUCT 1						        48.560,00						        84.099,00				   83.853,00			      246,00		 172,68			   0,29		  86,18	   0,53		        83.853,00			 172,68				   0,29
	24.04.2024		1305270		PRODUCT 3						        29.992,50						        28.486,00				   27.951,00			      535,00		  93,19			   1,88		  86,25	   0,55		        27.951,00			  93,19				   1,88
	24.04.2024		1305272		PRODUCT 1						        64.000,00						        56.825,00				   56.749,00			       76,00		  88,67			   0,13		  86,29	   0,54		        56.749,00			  88,67				   0,13
	24.04.2024		1305271		PRODUCT 2						        95.040,00						        54.787,00				   54.208,00			      579,00		  57,04			   1,06		  85,49	   0,55		        54.208,00			  57,04				   1,06
	25.04.2024		1305272		PRODUCT 1						       104.080,00						        78.388,00				   77.924,00			      464,00		  74,87			   0,59		  85,17	   0,55		        77.924,00			  74,87				   0,59
	25.04.2024		1305271		PRODUCT 2						        95.840,00						        87.265,00				   87.241,00			       24,00		  91,03			   0,03		  85,33	   0,54		        87.241,00			  91,03				   0,03
	26.04.2024		1305272		PRODUCT 1						       128.000,00						       127.087,00				  127.050,00			       37,00		  99,26			   0,03		  85,80	   0,52		       127.050,00			  99,26				   0,03

	SINIMPLAST IND. E COM. LTDA.									RELATÓRIO DE PRODUÇÃO ( RESULTADO COM BASE NOS FRASCOS PRODUZIDOS)																												Pag. :		        2
														DO DIA:	01.04.2024					ATÉ O DIA:			30.04.2024															Data:	03.06.2024
																																						Hora :	00:13:18

													PRODUÇÃO						PRODUÇÃO			PRODUÇÃO			REFUGO		PRODUTIV.			REFUGO	PRODUTIV.		REFUGO			TOTAL		PRODUT.			REFUGO POR
	 DIA		Nº ORDEM		DESCRIÇÃO DO MATERIAL								TEÓRICA DIARIA						BATIDAS			REAL DIARIA			DIARIO			DIARIA		DIARIO	MÁQUINA		MÁQUINA		PRODUTO		POR PROD.					PRODUTO

	26.04.2024		1305271		PRODUCT 2						        64.000,00						        61.100,00				   60.984,00			      116,00		  95,29			   0,19		  85,96	   0,51
	29.04.2024		1305271		PRODUCT 2						       112.000,00						        79.993,00				   79.618,00			      375,00		  71,09			   0,47		  85,54	   0,51		       140.602,00			  79,89				   0,35
	29.04.2024		1305272		PRODUCT 1						        80.000,00						        76.390,00				   76.230,00			      160,00		  95,29			   0,21		  85,73	   0,50
	30.04.2024		1305272		PRODUCT 1						        64.000,00						        53.739,00				   53.361,00			      378,00		  83,38			   0,70		  85,69	   0,51		       129.591,00			  89,99				   0,41







	RESUMO DIÁRIO
	DATA		PRODUÇÃO TEÓRICA				PROD. REAL		REFUGO			% PRODUZIDO						% REFUGO

	02.04.2024	       192.000,00				        83.006,00		         2.317,00			         43,23					          2,72
	03.04.2024	       137.920,00				       159.236,00		           450,00			        115,46					          0,28
	04.04.2024	       191.840,00				       160.083,00		           542,00			         83,45					          0,34
	05.04.2024	       192.000,00				       165.165,00		           716,00			         86,02					          0,43
	06.04.2024	       192.000,00				       163.471,00		         1.196,00			         85,14					          0,73
	07.04.2024	       190.375,00				       157.542,00		         2.440,00			         82,75					          1,53
	08.04.2024	       190.992,50				       182.105,00		         1.570,00			         95,35					          0,85
	09.04.2024	       191.000,00				       171.094,00		           754,00			         89,58					          0,44
	10.04.2024	       190.375,00				       183.799,00		           442,00			         96,55					          0,24
	11.04.2024	       190.000,00				       111.804,00		           348,00			         58,84					          0,31
	12.04.2024	       190.855,00				       185.600,00		           374,00			         97,25					          0,20
	13.04.2024	       190.000,00				       160.083,00		         1.243,00			         84,25					          0,77
	15.04.2024	       190.000,00				       142.296,00		           645,00			         74,89					          0,45
	16.04.2024	       190.220,00				       167.706,00		           446,00			         88,16					          0,27
	17.04.2024	       190.607,50				       187.187,00		           684,00			         98,21					          0,36
	18.04.2024	       190.317,50				       178.717,00		           376,00			         93,90					          0,21
	19.04.2024	       190.357,50				       147.378,00		           271,00			         77,42					          0,18
	20.04.2024	        58.320,00				        94.017,00		           246,00			        161,21					          0,26
	24.04.2024	       189.032,50				       138.908,00		         1.190,00			         73,48					          0,85
	25.04.2024	       199.920,00				       165.165,00		           488,00			         82,62					          0,29
	26.04.2024	       192.000,00				       188.034,00		           153,00			         97,93					          0,08
	29.04.2024	       192.000,00				       155.848,00		           535,00			         81,17					          0,34
	30.04.2024	        64.000,00				        53.361,00		           378,00			         83,38					          0,70







	RESUMO TOTAL NO PERÍODO ANALISADO

	TOTAL PRODUÇÃO TEÓRICA     :					    4.086.132,50
	TOTAL PRODUÇÃO REAL        :					    3.501.605,00
	TOTAL REFUGO               :					       17.804,00
	TOTAL PORCENTAGEM PRODUZIDO:					           85,69
	TOTAL PORCENTAGEM REFUGO   :					            0,51
